Drug,Solvent,Drug SMILES,Solvent SMILES,Temperature,Solubility_log10,Solubility Unit
Ceftriaxone disodium,Acetone,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CC(=O)C,4.8,-4.605548319,mol/L
Ceftriaxone disodium,Acetone,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CC(=O)C,9.35,-4.539102157,mol/L
Ceftriaxone disodium,Acetone,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CC(=O)C,12.55,-4.480172006,mol/L
Ceftriaxone disodium,Acetone,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CC(=O)C,16.35,-4.463441557,mol/L
Ceftriaxone disodium,Acetone,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CC(=O)C,21.15,-4.384049948,mol/L
Ceftriaxone disodium,Acetone,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CC(=O)C,25.6,-4.316952962,mol/L
Ceftriaxone disodium,Acetone,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CC(=O)C,32.1,-4.258848401,mol/L
Ceftriaxone disodium,Acetone,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CC(=O)C,36.2,-4.197910742,mol/L
Ceftriaxone disodium,Acetone,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CC(=O)C,40,-4.153662888,mol/L
Ceftriaxone disodium,Acetone,CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].CN1C(=NC(=O)C(=N1)[O-])SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-].O.O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+],CC(=O)C,45.3,-4.112945622,mol/L
d(-)-p-Hydroxyphenylglycine dane salt,Acetone,CC(=CC(=O)OC)NC(C1=CC=C(C=C1)O)C(=O)O.[K],CC(=O)C,20.1,-2.253842385,mol/L
d(-)-p-Hydroxyphenylglycine dane salt,Acetone,CC(=CC(=O)OC)NC(C1=CC=C(C=C1)O)C(=O)O.[K],CC(=O)C,25.11,-2.219967197,mol/L
d(-)-p-Hydroxyphenylglycine dane salt,Acetone,CC(=CC(=O)OC)NC(C1=CC=C(C=C1)O)C(=O)O.[K],CC(=O)C,30.1,-2.181301062,mol/L
d(-)-p-Hydroxyphenylglycine dane salt,Acetone,CC(=CC(=O)OC)NC(C1=CC=C(C=C1)O)C(=O)O.[K],CC(=O)C,35.04,-2.145125374,mol/L
d(-)-p-Hydroxyphenylglycine dane salt,Acetone,CC(=CC(=O)OC)NC(C1=CC=C(C=C1)O)C(=O)O.[K],CC(=O)C,39.94,-2.112815804,mol/L
d(-)-p-Hydroxyphenylglycine dane salt,Acetone,CC(=CC(=O)OC)NC(C1=CC=C(C=C1)O)C(=O)O.[K],CC(=O)C,45.11,-2.061874571,mol/L
d(-)-p-Hydroxyphenylglycine dane salt,Acetone,CC(=CC(=O)OC)NC(C1=CC=C(C=C1)O)C(=O)O.[K],CC(=O)C,49.96,-2.027238448,mol/L
d(-)-p-Hydroxyphenylglycine dane salt,Acetone,CC(=CC(=O)OC)NC(C1=CC=C(C=C1)O)C(=O)O.[K],CC(=O)C,55.03,-1.983756793,mol/L
d(-)-p-Hydroxyphenylglycine dane salt,Acetone,CC(=CC(=O)OC)NC(C1=CC=C(C=C1)O)C(=O)O.[K],CC(=O)C,60.26,-1.939408216,mol/L
d(-)-p-Hydroxyphenylglycine dane salt,Acetone,CC(=CC(=O)OC)NC(C1=CC=C(C=C1)O)C(=O)O.[K],CC(=O)C,65.16,-1.898500792,mol/L
Naproxen,Acetone,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,CC(=O)C,25,0.010431753,mol/L
Niflumic acid,Acetone,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,CC(=O)C,25,-1.873653805,mol/L
Oleanolic acid,Acetone,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,CC(=O)C,15.15,-2.13076828,mol/L
Oleanolic acid,Acetone,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,CC(=O)C,20.15,-1.950781977,mol/L
Oleanolic acid,Acetone,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,CC(=O)C,25.15,-1.863279433,mol/L
Oleanolic acid,Acetone,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,CC(=O)C,30.15,-1.809668302,mol/L
Oleanolic acid,Acetone,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,CC(=O)C,35.15,-1.756961951,mol/L
Oleanolic acid,Acetone,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,CC(=O)C,40.15,-1.707743929,mol/L
Oleanolic acid,Acetone,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,CC(=O)C,45.15,-1.657577319,mol/L
Oleanolic acid,Acetone,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,CC(=O)C,50.15,-1.595166283,mol/L
Oleanolic acid,Acetone,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,CC(=O)C,55.15,-1.542118103,mol/L
p-Aminobenzoic acid,Acetone,C1=CC(=CC=C1C(=O)O)N,CC(=O)C,25,-0.116007783,mol/L
p-Aminophenylacetic acid,Acetone,C1=CC(=CC=C1CC(=O)O)N.Cl,CC(=O)C,16,-1.538319375,mol/L
p-Aminophenylacetic acid,Acetone,C1=CC(=CC=C1CC(=O)O)N.Cl,CC(=O)C,20,-1.425706474,mol/L
p-Aminophenylacetic acid,Acetone,C1=CC(=CC=C1CC(=O)O)N.Cl,CC(=O)C,25,-1.972249151,mol/L
p-Aminophenylacetic acid,Acetone,C1=CC(=CC=C1CC(=O)O)N.Cl,CC(=O)C,30,-1.269818596,mol/L
Paracetamol,Acetone,CC(=O)NC1=CC=C(C=C1)O,CC(=O)C,-5,-0.574002538,mol/L
Paracetamol,Acetone,CC(=O)NC1=CC=C(C=C1)O,CC(=O)C,0,-0.531194001,mol/L
Paracetamol,Acetone,CC(=O)NC1=CC=C(C=C1)O,CC(=O)C,5,-0.481719452,mol/L
Paracetamol,Acetone,CC(=O)NC1=CC=C(C=C1)O,CC(=O)C,10,-0.433550501,mol/L
Paracetamol,Acetone,CC(=O)NC1=CC=C(C=C1)O,CC(=O)C,15,-0.381587902,mol/L
Paracetamol,Acetone,CC(=O)NC1=CC=C(C=C1)O,CC(=O)C,20,-0.331420286,mol/L
Paracetamol,Acetone,CC(=O)NC1=CC=C(C=C1)O,CC(=O)C,25,-0.279047904,mol/L
Paracetamol,Acetone,CC(=O)NC1=CC=C(C=C1)O,CC(=O)C,30,-0.228488169,mol/L
Paracetamol,Acetone,CC(=O)NC1=CC=C(C=C1)O,CC(=O)C,30,-0.270416029,mol/L
Phenylacetic acid,Acetone,C1=CC=C(C=C1)CC(=O)O,CC(=O)C,20,1.004600788,mol/L
p-Hydroxyphenylacetic acid,Acetone,CC1CCCC[NH+]1CCCOC(=O)CC2=CC=C(C=C2)O.[Cl-],CC(=O)C,10,0.064540215,mol/L
p-Hydroxyphenylacetic acid,Acetone,CC1CCCC[NH+]1CCCOC(=O)CC2=CC=C(C=C2)O.[Cl-],CC(=O)C,15,0.171812986,mol/L
p-Hydroxyphenylacetic acid,Acetone,CC1CCCC[NH+]1CCCOC(=O)CC2=CC=C(C=C2)O.[Cl-],CC(=O)C,20,0.228214272,mol/L
p-Hydroxyphenylacetic acid,Acetone,CC1CCCC[NH+]1CCCOC(=O)CC2=CC=C(C=C2)O.[Cl-],CC(=O)C,25,-0.310838013,mol/L
p-Hydroxybenzoic acid,Acetone,C1=CC(=CC=C1C(=O)O)O,CC(=O)C,25,0.267559413,mol/L
p-Hydroxybenzoic acid,Acetone,C1=CC(=CC=C1C(=O)O)O,CC(=O)C,25,0.271093723,mol/L
Piroxicam,Acetone,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,CC(=O)C,25,-1.410326794,mol/L
Puerarin,Acetone,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O,CC(=O)C,15.05,-0.334704233,mol/L
Puerarin,Acetone,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O,CC(=O)C,20.05,-0.3705871,mol/L
Puerarin,Acetone,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O,CC(=O)C,25.05,-0.401444854,mol/L
Puerarin,Acetone,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O,CC(=O)C,30.05,-0.417685696,mol/L
Puerarin,Acetone,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O,CC(=O)C,35.05,-0.452001228,mol/L
Puerarin,Acetone,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O,CC(=O)C,40.05,-0.485254287,mol/L
Puerarin,Acetone,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O,CC(=O)C,45.05,-0.527392494,mol/L
Puerarin,Acetone,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O,CC(=O)C,50.05,-0.54892232,mol/L
Puerarin,Acetone,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3C4C(C(C(C(O4)CO)O)O)O)O)O,CC(=O)C,55.05,-0.57853631,mol/L
Quercetin,Acetone,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,CC(=O)C,50,-1.096475936,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetone,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)C,12.2,-0.905209152,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetone,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)C,15.35,-0.863201381,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetone,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)C,20.2,-0.795215453,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetone,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)C,25.8,-0.717582736,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetone,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)C,31.7,-0.643239756,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetone,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)C,36.9,-0.588534513,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetone,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)C,41,-0.54344315,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetone,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)C,44.45,-0.50383443,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetone,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)C,49.2,-0.450755721,mol/L
"16¦Á,17¦Á-Epoxyprogesterone",Acetone,CC(=O)C12C(O1)CC3C2(CCC4C3CCC5=CC(=O)CCC45C)C,CC(=O)C,54.3,-0.393064242,mol/L
2-(4-Ethylbenzoyl)benzoic acid,Acetone,CCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,CC(=O)C,7.1,-1.684193438,mol/L
2-(4-Ethylbenzoyl)benzoic acid,Acetone,CCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,CC(=O)C,11.7,-1.517557439,mol/L
2-(4-Ethylbenzoyl)benzoic acid,Acetone,CCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,CC(=O)C,17.72,-1.354394668,mol/L
2-(4-Ethylbenzoyl)benzoic acid,Acetone,CCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,CC(=O)C,26.68,-1.126191315,mol/L
2-(4-Ethylbenzoyl)benzoic acid,Acetone,CCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,CC(=O)C,37.24,-0.917622473,mol/L
2-(4-Ethylbenzoyl)benzoic acid,Acetone,CCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,CC(=O)C,41.74,-0.826880851,mol/L
2-(4-Ethylbenzoyl)benzoic acid,Acetone,CCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,CC(=O)C,46.45,-0.734591829,mol/L
2-(4-Ethylbenzoyl)benzoic acid,Acetone,CCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2C(=O)O,CC(=O)C,51.01,-0.660983628,mol/L
2-Hydroxybenzoic acid,Acetone,C1=CC=C(C(=C1)C(=O)O)O,CC(=O)C,25,0.485505755,mol/L
4-Aminophenylacetic acid,Acetone,C1=CC(=CC=C1CC(=O)O)N,CC(=O)C,20,-1.412281022,mol/L
Acephate,Acetone,CC(=O)NP(=O)(OC)SC,CC(=O)C,26.3,0.001882198,mol/L
Acephate,Acetone,CC(=O)NP(=O)(OC)SC,CC(=O)C,29.45,0.084757702,mol/L
Acephate,Acetone,CC(=O)NP(=O)(OC)SC,CC(=O)C,32.05,0.146115356,mol/L
Acephate,Acetone,CC(=O)NP(=O)(OC)SC,CC(=O)C,33.25,0.178071602,mol/L
Acephate,Acetone,CC(=O)NP(=O)(OC)SC,CC(=O)C,36.65,0.27091716,mol/L
Acephate,Acetone,CC(=O)NP(=O)(OC)SC,CC(=O)C,38.25,0.317505617,mol/L
Acephate,Acetone,CC(=O)NP(=O)(OC)SC,CC(=O)C,40.6,0.383141557,mol/L
Acephate,Acetone,CC(=O)NP(=O)(OC)SC,CC(=O)C,42.65,0.441665361,mol/L
Acetic acid,Acetone,CC(=O)O,CC(=O)C,-29,1.069427451,mol/L
Acetic acid,Acetone,CC(=O)O,CC(=O)C,-24,1.151224419,mol/L
Acetic acid,Acetone,CC(=O)O,CC(=O)C,-18.6,1.270342294,mol/L
Acetic acid,Acetone,CC(=O)O,CC(=O)C,-13.4,1.388940852,mol/L
Acetic acid,Acetone,CC(=O)O,CC(=O)C,-7.9,1.468419808,mol/L
Acetic acid,Acetone,CC(=O)O,CC(=O)C,-2.4,1.646839571,mol/L
Acetic acid,Acetone,CC(=O)O,CC(=O)C,3.7,1.800553505,mol/L
Acetic acid,Acetone,CC(=O)O,CC(=O)C,10.5,2.188092208,mol/L
Acetylsalicylic acid,Acetone,CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)C,8.75,-0.048272378,mol/L
Acetylsalicylic acid,Acetone,CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)C,17.45,0.04798291,mol/L
Acetylsalicylic acid,Acetone,CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)C,24.75,0.123551213,mol/L
Acetylsalicylic acid,Acetone,CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)C,25,0.09462967,mol/L
Acetylsalicylic acid,Acetone,CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)C,31.25,0.189625061,mol/L
Acetylsalicylic acid,Acetone,CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)C,37.45,0.248534509,mol/L
Acetylsalicylic acid,Acetone,CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)C,42.15,0.301852857,mol/L
Acetylsalicylic acid,Acetone,CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)C,46.65,0.347075028,mol/L
Acetylsalicylic acid,Acetone,CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)C,50.15,0.389132636,mol/L
Acetylsalicylic acid,Acetone,CC(=O)OC1=CC=CC=C1C(=O)O,CC(=O)C,53.15,0.425334375,mol/L
Benzoic acid,Acetone,C1=CC=C(C=C1)C(=O)O,CC(=O)C,25,0.497090848,mol/L
Trimethoprim,Acetone,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,CC(=O)C,36.19,-1.754872347,mol/L
Trimethoprim,Acetone,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,CC(=O)C,41.19,-1.686227934,mol/L
Trimethoprim,Acetone,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,CC(=O)C,45.92,-1.621887137,mol/L
Trimethoprim,Acetone,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,CC(=O)C,50.36,-1.561874948,mol/L
Xylitol,Acetone,C(C(C(C(CO)O)O)O)O,CC(=O)C,20.14,-2.554209199,mol/L
Xylitol,Acetone,C(C(C(C(CO)O)O)O)O,CC(=O)C,25.03,-2.480440144,mol/L
Xylitol,Acetone,C(C(C(C(CO)O)O)O)O,CC(=O)C,30.11,-2.377931008,mol/L
Xylitol,Acetone,C(C(C(C(CO)O)O)O)O,CC(=O)C,35.07,-2.25750975,mol/L
Xylitol,Acetone,C(C(C(C(CO)O)O)O)O,CC(=O)C,40.05,-2.125660903,mol/L
Xylitol,Acetone,C(C(C(C(CO)O)O)O)O,CC(=O)C,45.08,-1.989742033,mol/L
Xylitol,Acetone,C(C(C(C(CO)O)O)O)O,CC(=O)C,50.05,-1.858204121,mol/L
Lovastatin,Acetone,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC(=O)C,15.15,-0.885576633,mol/L
Lovastatin,Acetone,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC(=O)C,18.05,-0.838098832,mol/L
Lovastatin,Acetone,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC(=O)C,20.1,-0.838098832,mol/L
Lovastatin,Acetone,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC(=O)C,21.45,-0.782412188,mol/L
Lovastatin,Acetone,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC(=O)C,24.05,-0.739958582,mol/L
Lovastatin,Acetone,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC(=O)C,25.6,-0.764585406,mol/L
Lovastatin,Acetone,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC(=O)C,27.15,-0.688990473,mol/L
Lovastatin,Acetone,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC(=O)C,29.95,-0.642696411,mol/L
Lovastatin,Acetone,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC(=O)C,30.8,-0.657322145,mol/L
Lovastatin,Acetone,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC(=O)C,33.15,-0.589981094,mol/L
Lovastatin,Acetone,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC(=O)C,35.1,-0.589981094,mol/L
Lovastatin,Acetone,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC(=O)C,36.25,-0.538891347,mol/L
Lovastatin,Acetone,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC(=O)C,39.05,-0.492400834,mol/L
Lovastatin,Acetone,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC(=O)C,40.1,-0.497097168,mol/L
Lovastatin,Acetone,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC(=O)C,45,-0.415048274,mol/L
Lovastatin,Acetone,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,CC(=O)C,49.5,-0.34082154,mol/L
Lutein,Acetone,CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CC(CC2(C)C)O)C)C)C,CC(=O)C,25,-2.851945803,mol/L
Luteolin,Acetone,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,CC(=O)C,0,-2.136430495,mol/L
Luteolin,Acetone,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,CC(=O)C,10,-1.90149984,mol/L
Luteolin,Acetone,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,CC(=O)C,25,-1.667134001,mol/L
Luteolin,Acetone,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,CC(=O)C,40,-1.490703328,mol/L
Luteolin,Acetone,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,CC(=O)C,60,-1.35987499,mol/L
Methyl elaidate,Acetone,CCCCCCCCC=CCCCCCCCC(=O)OC,CC(=O)C,-14.9,-0.885887673,mol/L
Methyl elaidate,Acetone,CCCCCCCCC=CCCCCCCCC(=O)OC,CC(=O)C,-6,-0.233075799,mol/L
Methyl elaidate,Acetone,CCCCCCCCC=CCCCCCCCC(=O)OC,CC(=O)C,-0.7,0.18357469,mol/L
Methyl heptadecanoate,Acetone,CCCCCCCCCCCCCCCCC(=O)OC,CC(=O)C,4.1,-0.856387085,mol/L
Methyl heptadecanoate,Acetone,CCCCCCCCCCCCCCCCC(=O)OC,CC(=O)C,12.2,-0.135351304,mol/L
Methyl heptadecanoate,Acetone,CCCCCCCCCCCCCCCCC(=O)OC,CC(=O)C,17.7,0.195641915,mol/L
Methyl linoleate,Acetone,CCCCCC=CCC=CCCCCCCCC(=O)OC,CC(=O)C,-59.5,-0.854188084,mol/L
Methyl linoleate,Acetone,CCCCCC=CCC=CCCCCCCCC(=O)OC,CC(=O)C,-48.5,-0.004416944,mol/L
Methyl oleate,Acetone,CCCCCCCCC=CCCCCCCCC(=O)OC,CC(=O)C,-40.7,-0.875207763,mol/L
Methyl oleate,Acetone,CCCCCCCCC=CCCCCCCCC(=O)OC,CC(=O)C,-31.4,-0.009986265,mol/L
Methyl palmitate,Acetone,CCCCCCCCCCCCCCCC(=O)OC,CC(=O)C,0.7,-0.87297908,mol/L
Methyl palmitate,Acetone,CCCCCCCCCCCCCCCC(=O)OC,CC(=O)C,10.9,-0.225665212,mol/L
Methyl palmitate,Acetone,CCCCCCCCCCCCCCCC(=O)OC,CC(=O)C,17.5,0.22004038,mol/L
Methyl palmitoleate,Acetone,CCCCCCC=CCCCCCCCC(=O)OC,CC(=O)C,-57.4,-0.884218413,mol/L
Methyl palmitoleate,Acetone,CCCCCCC=CCCCCCCCC(=O)OC,CC(=O)C,-47.6,-0.237219724,mol/L
Methyl palmitoleate,Acetone,CCCCCCC=CCCCCCCCC(=O)OC,CC(=O)C,-43.8,0.207424457,mol/L
Methyl petroselaidate,Acetone,CCCCCCCCCCCC=CCCCCC(=O)OC,CC(=O)C,-7.6,-0.866504175,mol/L
Methyl petroselaidate,Acetone,CCCCCCCCCCCC=CCCCCC(=O)OC,CC(=O)C,1.6,-0.232474977,mol/L
Methyl petroselaidate,Acetone,CCCCCCCCCCCC=CCCCCC(=O)OC,CC(=O)C,7.1,0.184495131,mol/L
Methyl petroselinate,Acetone,CCCCCCCCCCCC=CCCCCC(=O)OC,CC(=O)C,-23.9,-0.962553346,mol/L
